WordID,SentenceNr,WordNr,Target,Surprisal,Entropy
1093,21,26,of,0.3006536590495342,1.7359922
1094,21,27,mental,5.338291478319314,6.4382825
1095,21,28,imagery,7.8998439464501375,3.0817811
1096,21,29,as,7.5620917605064975,4.318169
1097,21,30,a,0.4093903368857771,1.8685255
1098,21,31,rehearsal,7.955069978014906,6.6179647
1099,21,32,technique,2.1848736603680576,3.2537012
1100,21,33,is,1.0302035206636506,3.412926
1101,21,34,that,2.962078923139598,6.4308176
1102,21,35,most,8.738134345598265,3.1594834
1103,21,36,of,1.4996691615489823,4.7411394
1104,21,37,the,0.6436217803427067,2.0580413
1105,21,38,same,8.253823382592797,7.588945
1106,21,39,neurological,5.65875700735747,6.0016522
1107,21,40,regions,6.798664103369375,4.9216666
1108,21,41,are,2.1808756492063406,3.6064003
1109,21,42,invoked,11.69809791546968,3.7716527
1110,21,43,by,3.5098722253307497,3.9715214
1111,21,44,mental,3.328284237330014,5.9308186
1112,21,45,practice,5.126573630042721,2.2962792
1113,21,46,as,0.7663683290715286,2.8810513
1114,21,47,by,2.6631266926394166,3.9576397
1115,21,48,real,7.945435094176916,2.3602142
1116,21,49,practice,2.6172505250718845,4.427159
1117,22,2,only,3.3823224732460964,8.438613
1118,22,3,smoke,19.17194740793864,4.663509
1119,22,4,came,12.11554512350136,6.663729
1120,22,5,out,1.3050508776698166,3.2691708
1121,22,6,of,0.7881503136105281,2.7013922
1122,22,7,it,4.6043155184226405,4.0178194
1123,22,8,There,19.162617872214945,3.0640717
1124,22,9,came,7.834489699809372,1.9415069
1125,22,10,also,5.19569740958456,5.7710953
1126,22,11,children's,14.194790755892905,7.5908837
1127,22,12,voices,2.935872518990618,7.222818
1128,22,13,for,9.549133098942201,6.3498063
1129,22,14,so,9.571676634548638,7.092074
1130,22,15,safe,15.700751309108082,3.6882806
1131,22,16,did,9.657990323297016,7.758705
1132,22,17,the,2.8800238591822986,5.0750647
1133,22,18,boys,8.622633759491528,10.606901
1134,22,19,feel,4.910228046436707,7.789271
1135,22,20,in,3.125436013318988,6.3096447
1136,22,21,their,2.0671825974371947,4.882819
1137,22,22,hiding-place,8.415818167727293,9.535385
1138,22,23,that,6.963310895876071,5.3863025
1139,22,24,they,1.2761760769090391,5.040995
1140,22,25,were,3.4221272765025597,5.5752025
1141,22,26,gaily,11.933145622964709,7.055351
1142,22,27,chattering,9.15459465673668,9.379436
1143,22,28,The,7.9364460990646295,5.791208
1144,22,29,pirates,13.641190268368044,10.448126
1145,22,30,listened,9.298989200831276,7.5097213
1146,22,31,grimly,12.06501538922324,5.352995
1147,22,32,and,2.618843249255046,4.9542284
1148,22,33,then,5.27618763581272,9.0243635
1149,22,34,replaced,14.460862492706658,8.203214
1150,22,35,the,0.795223657147516,2.6685143
1151,22,36,mushroom,13.274139823411826,9.978908
1152,22,37,They,11.107082685051138,6.3545594
